Location Id,Depot Id,Band,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Bank Holiday
4338,30053,PE,21,21,21,19,19,23,24,24
4341,30103,06:00,15,18,19,18,20,18,14,14
4341,30103,12:00,30,26,27,31,31,28,31,31
4341,30103,18:00,34,35,33,32,30,31,31,31
4341,30103,PE,21,21,21,19,19,23,24,24
4395,30053,06:00,15,18,19,18,20,18,14,14
4395,30053,12:00,30,26,27,31,31,28,31,31
4395,30053,18:00,34,35,33,32,30,31,31,31
4395,30053,PE,21,21,21,19,19,23,24,24
4423,30103,06:00,15,18,19,18,20,18,14,14
4423,30103,12:00,30,26,27,31,31,28,31,31
4423,30103,18:00,34,35,33,32,30,31,31,31
4423,30103,PE,21,21,21,19,19,23,24,24
4480,30053,06:00,15,18,19,18,20,18,14,14
4480,30053,12:00,30,26,27,31,31,28,31,31
4480,30053,18:00,34,35,33,32,30,31,31,31
4480,30053,PE,21,21,21,19,19,23,24,24
5014,30102,06:00,15,18,19,18,20,18,14,14
5014,30102,12:00,30,26,27,31,31,28,31,31
5014,30102,18:00,34,35,33,32,30,31,31,31
5014,30102,PE,21,21,21,19,19,23,24,24
5114,30102,06:00,15,18,19,18,20,18,14,14
5114,30102,12:00,30,26,27,31,31,28,31,31
5114,30102,18:00,34,35,33,32,30,31,31,31
5114,30102,PE,21,21,21,19,19,23,24,24
5129,30103,06:00,15,18,19,18,20,18,14,14
5129,30103,12:00,30,26,27,31,31,28,31,31
5129,30103,18:00,34,35,33,32,30,31,31,31
5129,30103,PE,21,21,21,19,19,23,24,24
5182,30102,06:00,15,18,19,18,20,18,14,14
5182,30102,12:00,30,26,27,31,31,28,31,31
5182,30102,18:00,34,35,33,32,30,31,31,31
5182,30102,PE,21,21,21,19,19,23,24,24
5299,30103,06:00,15,18,19,18,20,18,14,14
5299,30103,12:00,30,26,27,31,31,28,31,31
5299,30103,18:00,34,35,33,32,30,31,31,31
5299,30103,PE,21,21,21,19,19,23,24,24
5325,30102,06:00,15,18,19,18,20,18,14,14
5325,30102,12:00,30,26,27,31,31,28,31,31
5325,30102,18:00,34,35,33,32,30,31,31,31
5325,30102,PE,21,21,21,19,19,23,24,24
5503,30102,06:00,15,18,19,18,20,18,14,14
5503,30102,12:00,30,26,27,31,31,28,31,31
5503,30102,18:00,34,35,33,32,30,31,31,31
5503,30102,PE,21,21,21,19,19,23,24,24
5504,30102,06:00,15,18,19,18,20,18,14,14
5504,30102,12:00,30,26,27,31,31,28,31,31
5504,30102,18:00,34,35,33,32,30,31,31,31
5504,30102,PE,21,21,21,19,19,23,24,24
5853,30102,06:00,15,18,19,18,20,18,14,14
5853,30102,12:00,30,26,27,31,31,28,31,31
5853,30102,18:00,34,35,33,32,30,31,31,31
5853,30102,PE,21,21,21,19,19,23,24,24
5854,30102,06:00,15,18,19,18,20,18,14,14
5854,30102,12:00,30,26,27,31,31,28,31,31
5854,30102,18:00,34,35,33,32,30,31,31,31
5854,30102,PE,21,21,21,19,19,23,24,24
5902,30102,06:00,15,18,19,18,20,18,14,14
5902,30102,12:00,30,26,27,31,31,28,31,31
5902,30102,18:00,34,35,33,32,30,31,31,31
5902,30102,PE,21,21,21,19,19,23,24,24
5971,30053,06:00,15,18,19,18,20,18,14,14
5971,30053,12:00,30,26,27,31,31,28,31,31
5971,30053,18:00,34,35,33,32,30,31,31,31
5971,30053,PE,21,21,21,19,19,23,24,24
6135,30102,06:00,15,18,19,18,20,18,14,14
6135,30102,12:00,30,26,27,31,31,28,31,31
6135,30102,18:00,34,35,33,32,30,31,31,31
6135,30102,PE,21,21,21,19,19,23,24,24
6163,30053,06:00,15,18,19,18,20,18,14,14
6163,30053,12:00,30,26,27,31,31,28,31,31
6163,30053,18:00,34,35,33,32,30,31,31,31
6163,30053,PE,21,21,21,19,19,23,24,24
6192,30053,06:00,15,18,19,18,20,18,14,14
6192,30053,12:00,30,26,27,31,31,28,31,31
6192,30053,18:00,34,35,33,32,30,31,31,31
6192,30053,PE,21,21,21,19,19,23,24,24
6223,30102,06:00,15,18,19,18,20,18,14,14
6223,30102,12:00,30,26,27,31,31,28,31,31
6223,30102,18:00,34,35,33,32,30,31,31,31
6223,30102,PE,21,21,21,19,19,23,24,24
6227,30102,06:00,15,18,19,18,20,18,14,14
6227,30102,12:00,30,26,27,31,31,28,31,31
6227,30102,18:00,34,35,33,32,30,31,31,31
6227,30102,PE,21,21,21,19,19,23,24,24
6249,30102,06:00,15,18,19,18,20,18,14,14
6249,30102,12:00,30,26,27,31,31,28,31,31
6249,30102,18:00,34,35,33,32,30,31,31,31
6249,30102,PE,21,21,21,19,19,23,24,24
6255,30103,06:00,15,18,19,18,20,18,14,14
6255,30103,12:00,30,26,27,31,31,28,31,31
6255,30103,18:00,34,35,33,32,30,31,31,31
6255,30103,PE,21,21,21,19,19,23,24,24
6294,30103,06:00,15,18,19,18,20,18,14,14
6294,30103,12:00,30,26,27,31,31,28,31,31
6294,30103,18:00,34,35,33,32,30,31,31,31
6294,30103,PE,21,21,21,19,19,23,24,24
6295,30103,06:00,15,18,19,18,20,18,14,14
6295,30103,12:00,30,26,27,31,31,28,31,31
6295,30103,18:00,34,35,33,32,30,31,31,31
6295,30103,PE,21,21,21,19,19,23,24,24
6331,30053,06:00,15,18,19,18,20,18,14,14
6331,30053,12:00,30,26,27,31,31,28,31,31
6331,30053,18:00,34,35,33,32,30,31,31,31
6331,30053,PE,21,21,21,19,19,23,24,24
6481,30102,06:00,15,18,19,18,20,18,14,14
6481,30102,12:00,30,26,27,31,31,28,31,31
6481,30102,18:00,34,35,33,32,30,31,31,31
6481,30102,PE,21,21,21,19,19,23,24,24
6573,30102,06:00,15,18,19,18,20,18,14,14
6573,30102,12:00,30,26,27,31,31,28,31,31
6573,30102,18:00,34,35,33,32,30,31,31,31
6573,30102,PE,21,21,21,19,19,23,24,24
6638,30102,06:00,15,18,19,18,20,18,14,14
6638,30102,12:00,30,26,27,31,31,28,31,31
6638,30102,18:00,34,35,33,32,30,31,31,31
6638,30102,PE,21,21,21,19,19,23,24,24
6672,30102,06:00,15,18,19,18,20,18,14,14
6672,30102,12:00,30,26,27,31,31,28,31,31
6672,30102,18:00,34,35,33,32,30,31,31,31
6672,30102,PE,21,21,21,19,19,23,24,24
2089,30053,06:00,14,12,12,20,20,19,19,19
2089,30053,12:00,20,17,14,15,12,13,18,18
2089,30053,18:00,23,30,33,27,27,32,26,26
2089,30053,PE,43,41,41,38,41,36,37,37
2120,30103,06:00,14,12,12,20,20,19,19,19
2120,30103,12:00,20,17,14,15,12,13,18,18
2120,30103,18:00,23,30,33,27,27,32,26,26
2120,30103,PE,43,41,41,38,41,36,37,37
2302,30102,06:00,14,12,12,20,20,19,19,19
2302,30102,12:00,20,17,14,15,12,13,18,18
2302,30102,18:00,23,30,33,27,27,32,26,26
2302,30102,PE,43,41,41,38,41,36,37,37
2503,30102,06:00,14,12,12,20,20,19,19,19
2503,30102,12:00,20,17,14,15,12,13,18,18
2503,30102,18:00,23,30,33,27,27,32,26,26
2503,30102,PE,43,41,41,38,41,36,37,37
2644,30103,06:00,14,12,12,20,20,19,19,19
2644,30103,12:00,20,17,14,15,12,13,18,18
2644,30103,18:00,23,30,33,27,27,32,26,26
2644,30103,PE,43,41,41,38,41,36,37,37
2785,30102,06:00,14,12,12,20,20,19,19,19
2785,30102,12:00,20,17,14,15,12,13,18,18
2785,30102,18:00,23,30,33,27,27,32,26,26
2785,30102,PE,43,41,41,38,41,36,37,37
2788,30053,06:00,14,12,12,20,20,19,19,19
2788,30053,12:00,20,17,14,15,12,13,18,18
2788,30053,18:00,23,30,33,27,27,32,26,26
2788,30053,PE,43,41,41,38,41,36,37,37
2843,30053,06:00,14,12,12,20,20,19,19,19
2843,30053,12:00,20,17,14,15,12,13,18,18
2843,30053,18:00,23,30,33,27,27,32,26,26
2843,30053,PE,43,41,41,38,41,36,37,37
2845,30103,06:00,14,12,12,20,20,19,19,19
2845,30103,12:00,20,17,14,15,12,13,18,18
2845,30103,18:00,23,30,33,27,27,32,26,26
2845,30103,PE,43,41,41,38,41,36,37,37
2869,30053,06:00,14,12,12,20,20,19,19,19
2869,30053,12:00,20,17,14,15,12,13,18,18
2869,30053,18:00,23,30,33,27,27,32,26,26
2869,30053,PE,43,41,41,38,41,36,37,37
2878,30102,06:00,14,12,12,20,20,19,19,19
2878,30102,12:00,20,17,14,15,12,13,18,18
2878,30102,18:00,23,30,33,27,27,32,26,26
2878,30102,PE,43,41,41,38,41,36,37,37
2927,30053,06:00,14,12,12,20,20,19,19,19
2927,30053,12:00,20,17,14,15,12,13,18,18
2927,30053,18:00,23,30,33,27,27,32,26,26
2927,30053,PE,43,41,41,38,41,36,37,37
2960,30102,06:00,14,12,12,20,20,19,19,19
2960,30102,12:00,20,17,14,15,12,13,18,18
2960,30102,18:00,23,30,33,27,27,32,26,26
2960,30102,PE,43,41,41,38,41,36,37,37
3097,30053,06:00,14,12,12,20,20,19,19,19
3097,30053,12:00,20,17,14,15,12,13,18,18
3097,30053,18:00,23,30,33,27,27,32,26,26
3097,30053,PE,43,41,41,38,41,36,37,37
3217,30053,06:00,14,12,12,20,20,19,19,19
3217,30053,12:00,20,17,14,15,12,13,18,18
3217,30053,18:00,23,30,33,27,27,32,26,26
3217,30053,PE,43,41,41,38,41,36,37,37
3335,30053,06:00,14,12,12,20,20,19,19,19
3335,30053,12:00,20,17,14,15,12,13,18,18
3335,30053,18:00,23,30,33,27,27,32,26,26
3335,30053,PE,43,41,41,38,41,36,37,37
3390,30103,06:00,14,12,12,20,20,19,19,19
3390,30103,12:00,20,17,14,15,12,13,18,18
3390,30103,18:00,23,30,33,27,27,32,26,26
3390,30103,PE,43,41,41,38,41,36,37,37
5886,30102,06:00,14,12,12,20,20,19,19,19
5886,30102,12:00,20,17,14,15,12,13,18,18
5886,30102,18:00,23,30,33,27,27,32,26,26
5886,30102,PE,43,41,41,38,41,36,37,37
6207,30053,06:00,14,12,12,20,20,19,19,19
6207,30053,12:00,20,17,14,15,12,13,18,18
6207,30053,18:00,23,30,33,27,27,32,26,26
6207,30053,PE,43,41,41,38,41,36,37,37
6292,30053,06:00,14,12,12,20,20,19,19,19
6292,30053,12:00,20,17,14,15,12,13,18,18
6292,30053,18:00,23,30,33,27,27,32,26,26
6292,30053,PE,43,41,41,38,41,36,37,37
6399,30103,06:00,14,12,12,20,20,19,19,19
6399,30103,12:00,20,17,14,15,12,13,18,18
6399,30103,18:00,23,30,33,27,27,32,26,26
6399,30103,PE,43,41,41,38,41,36,37,37
6418,30102,06:00,14,12,12,20,20,19,19,19
6418,30102,12:00,20,17,14,15,12,13,18,18
6418,30102,18:00,23,30,33,27,27,32,26,26
6418,30102,PE,43,41,41,38,41,36,37,37
6448,30102,06:00,14,12,12,20,20,19,19,19
6448,30102,12:00,20,17,14,15,12,13,18,18
6448,30102,18:00,23,30,33,27,27,32,26,26
6448,30102,PE,43,41,41,38,41,36,37,37
6998,30053,06:00,14,12,12,20,20,19,19,19
6998,30053,12:00,20,17,14,15,12,13,18,18
6998,30053,18:00,23,30,33,27,27,32,26,26
6998,30053,PE,43,41,41,38,41,36,37,37
2005,30102,21:00,75,75,75,75,75,75,75,75
2005,30102,PE,25,25,25,25,25,25,25,25
2013,30053,21:00,75,75,75,75,75,75,75,75
2013,30053,PE,25,25,25,25,25,25,25,25
2032,30103,21:00,75,75,75,75,75,75,75,75
2032,30103,PE,25,25,25,25,25,25,25,25
2043,30053,21:00,75,75,75,75,75,75,75,75
2043,30053,PE,25,25,25,25,25,25,25,25
2111,30103,21:00,75,75,75,75,75,75,75,75
2111,30103,PE,25,25,25,25,25,25,25,25
2175,30103,21:00,75,75,75,75,75,75,75,75
2175,30103,PE,25,25,25,25,25,25,25,25
2185,30102,21:00,75,75,75,75,75,75,75,75
2185,30102,PE,25,25,25,25,25,25,25,25
2194,30103,21:00,75,75,75,75,75,75,75,75
2194,30103,PE,25,25,25,25,25,25,25,25
2198,30103,21:00,75,75,75,75,75,75,75,75
2198,30103,PE,25,25,25,25,25,25,25,25
2219,30102,21:00,75,75,75,75,75,75,75,75
2219,30102,PE,25,25,25,25,25,25,25,25
2223,30103,21:00,75,75,75,75,75,75,75,75
2223,30103,PE,25,25,25,25,25,25,25,25
2234,30103,21:00,75,75,75,75,75,75,75,75
2234,30103,PE,25,25,25,25,25,25,25,25
2247,30053,21:00,75,75,75,75,75,75,75,75
2247,30053,PE,25,25,25,25,25,25,25,25
2257,30102,21:00,75,75,75,75,75,75,75,75
2257,30102,PE,25,25,25,25,25,25,25,25
2267,30053,21:00,75,75,75,75,75,75,75,75
2267,30053,PE,25,25,25,25,25,25,25,25
2282,30103,21:00,75,75,75,75,75,75,75,75
2282,30103,PE,25,25,25,25,25,25,25,25
2305,30053,21:00,75,75,75,75,75,75,75,75
2305,30053,PE,25,25,25,25,25,25,25,25
2319,30053,21:00,75,75,75,75,75,75,75,75
2319,30053,PE,25,25,25,25,25,25,25,25
2334,30103,21:00,75,75,75,75,75,75,75,75
2334,30103,PE,25,25,25,25,25,25,25,25
2339,30103,21:00,75,75,75,75,75,75,75,75
2339,30103,PE,25,25,25,25,25,25,25,25
2341,30053,21:00,75,75,75,75,75,75,75,75
2341,30053,PE,25,25,25,25,25,25,25,25
2344,30102,21:00,75,75,75,75,75,75,75,75
2344,30102,PE,25,25,25,25,25,25,25,25
2347,30103,21:00,75,75,75,75,75,75,75,75
2347,30103,PE,25,25,25,25,25,25,25,25
2355,30102,21:00,75,75,75,75,75,75,75,75
2355,30102,PE,25,25,25,25,25,25,25,25
2366,30102,21:00,75,75,75,75,75,75,75,75
2366,30102,PE,25,25,25,25,25,25,25,25
2367,30102,21:00,75,75,75,75,75,75,75,75
2367,30102,PE,25,25,25,25,25,25,25,25
2368,30102,21:00,75,75,75,75,75,75,75,75
2368,30102,PE,25,25,25,25,25,25,25,25
2369,30102,21:00,75,75,75,75,75,75,75,75
2369,30102,PE,25,25,25,25,25,25,25,25
2374,30103,21:00,75,75,75,75,75,75,75,75
2374,30103,PE,25,25,25,25,25,25,25,25
2380,30102,21:00,75,75,75,75,75,75,75,75
2380,30102,PE,25,25,25,25,25,25,25,25
2381,30102,21:00,75,75,75,75,75,75,75,75
2381,30102,PE,25,25,25,25,25,25,25,25
2384,30102,21:00,75,75,75,75,75,75,75,75
2384,30102,PE,25,25,25,25,25,25,25,25
2385,30053,21:00,75,75,75,75,75,75,75,75
2385,30053,PE,25,25,25,25,25,25,25,25
2386,30102,21:00,75,75,75,75,75,75,75,75
2386,30102,PE,25,25,25,25,25,25,25,25
2415,30053,21:00,75,75,75,75,75,75,75,75
2415,30053,PE,25,25,25,25,25,25,25,25
2446,30102,21:00,75,75,75,75,75,75,75,75
2446,30102,PE,25,25,25,25,25,25,25,25
2447,30103,21:00,75,75,75,75,75,75,75,75
2447,30103,PE,25,25,25,25,25,25,25,25
2475,30053,21:00,75,75,75,75,75,75,75,75
2475,30053,PE,25,25,25,25,25,25,25,25
2484,30102,21:00,75,75,75,75,75,75,75,75
2484,30102,PE,25,25,25,25,25,25,25,25
2488,30053,21:00,75,75,75,75,75,75,75,75
2488,30053,PE,25,25,25,25,25,25,25,25
2494,30103,21:00,75,75,75,75,75,75,75,75
2494,30103,PE,25,25,25,25,25,25,25,25
2496,30103,21:00,75,75,75,75,75,75,75,75
2496,30103,PE,25,25,25,25,25,25,25,25
2499,30053,21:00,75,75,75,75,75,75,75,75
2499,30053,PE,25,25,25,25,25,25,25,25
2501,30102,21:00,75,75,75,75,75,75,75,75
2501,30102,PE,25,25,25,25,25,25,25,25
2504,30102,21:00,75,75,75,75,75,75,75,75
2504,30102,PE,25,25,25,25,25,25,25,25
2505,30102,21:00,75,75,75,75,75,75,75,75
2505,30102,PE,25,25,25,25,25,25,25,25
2509,30103,21:00,75,75,75,75,75,75,75,75
2509,30103,PE,25,25,25,25,25,25,25,25
2510,30103,21:00,75,75,75,75,75,75,75,75
2510,30103,PE,25,25,25,25,25,25,25,25
2511,30103,21:00,75,75,75,75,75,75,75,75
2511,30103,PE,25,25,25,25,25,25,25,25
2514,30103,21:00,75,75,75,75,75,75,75,75
2514,30103,PE,25,25,25,25,25,25,25,25
2515,30102,21:00,75,75,75,75,75,75,75,75
2515,30102,PE,25,25,25,25,25,25,25,25
2516,30103,21:00,75,75,75,75,75,75,75,75
2516,30103,PE,25,25,25,25,25,25,25,25
2518,30053,21:00,75,75,75,75,75,75,75,75
2518,30053,PE,25,25,25,25,25,25,25,25
2520,30103,21:00,75,75,75,75,75,75,75,75
2520,30103,PE,25,25,25,25,25,25,25,25
2537,30103,21:00,75,75,75,75,75,75,75,75
2537,30103,PE,25,25,25,25,25,25,25,25
2552,30103,21:00,75,75,75,75,75,75,75,75
2552,30103,PE,25,25,25,25,25,25,25,25
2563,30053,21:00,75,75,75,75,75,75,75,75
2563,30053,PE,25,25,25,25,25,25,25,25
2594,30102,21:00,75,75,75,75,75,75,75,75
2594,30102,PE,25,25,25,25,25,25,25,25
2606,30102,21:00,75,75,75,75,75,75,75,75
2606,30102,PE,25,25,25,25,25,25,25,25
2608,30102,21:00,75,75,75,75,75,75,75,75
2608,30102,PE,25,25,25,25,25,25,25,25
2609,30103,21:00,75,75,75,75,75,75,75,75
2609,30103,PE,25,25,25,25,25,25,25,25
2611,30102,21:00,75,75,75,75,75,75,75,75
2611,30102,PE,25,25,25,25,25,25,25,25
2637,30053,21:00,75,75,75,75,75,75,75,75
2637,30053,PE,25,25,25,25,25,25,25,25
2641,30053,21:00,75,75,75,75,75,75,75,75
2641,30053,PE,25,25,25,25,25,25,25,25
2650,30102,21:00,75,75,75,75,75,75,75,75
2650,30102,PE,25,25,25,25,25,25,25,25
2657,30053,21:00,75,75,75,75,75,75,75,75
2657,30053,PE,25,25,25,25,25,25,25,25
2696,30103,21:00,75,75,75,75,75,75,75,75
2696,30103,PE,25,25,25,25,25,25,25,25
2704,30103,21:00,75,75,75,75,75,75,75,75
2704,30103,PE,25,25,25,25,25,25,25,25
2708,30053,21:00,75,75,75,75,75,75,75,75
2708,30053,PE,25,25,25,25,25,25,25,25
2713,30053,21:00,75,75,75,75,75,75,75,75
2713,30053,PE,25,25,25,25,25,25,25,25
2724,30103,21:00,75,75,75,75,75,75,75,75
2724,30103,PE,25,25,25,25,25,25,25,25
2763,30103,21:00,75,75,75,75,75,75,75,75
2763,30103,PE,25,25,25,25,25,25,25,25
2768,30053,21:00,75,75,75,75,75,75,75,75
2768,30053,PE,25,25,25,25,25,25,25,25
2773,30102,21:00,75,75,75,75,75,75,75,75
2773,30102,PE,25,25,25,25,25,25,25,25
2780,30102,21:00,75,75,75,75,75,75,75,75
2780,30102,PE,25,25,25,25,25,25,25,25
2782,30103,21:00,75,75,75,75,75,75,75,75
2782,30103,PE,25,25,25,25,25,25,25,25
2793,30102,21:00,75,75,75,75,75,75,75,75
2793,30102,PE,25,25,25,25,25,25,25,25
2811,30103,21:00,75,75,75,75,75,75,75,75
2811,30103,PE,25,25,25,25,25,25,25,25
2817,30053,21:00,75,75,75,75,75,75,75,75
2817,30053,PE,25,25,25,25,25,25,25,25
2820,30102,21:00,75,75,75,75,75,75,75,75
2820,30102,PE,25,25,25,25,25,25,25,25
2844,30102,21:00,75,75,75,75,75,75,75,75
2844,30102,PE,25,25,25,25,25,25,25,25
2847,30053,21:00,75,75,75,75,75,75,75,75
2847,30053,PE,25,25,25,25,25,25,25,25
2853,30053,21:00,75,75,75,75,75,75,75,75
2853,30053,PE,25,25,25,25,25,25,25,25
2950,30102,21:00,75,75,75,75,75,75,75,75
2950,30102,PE,25,25,25,25,25,25,25,25
2959,30102,21:00,75,75,75,75,75,75,75,75
2959,30102,PE,25,25,25,25,25,25,25,25
2972,30053,21:00,75,75,75,75,75,75,75,75
2972,30053,PE,25,25,25,25,25,25,25,25
2974,30102,21:00,75,75,75,75,75,75,75,75
2974,30102,PE,25,25,25,25,25,25,25,25
2975,30103,21:00,75,75,75,75,75,75,75,75
2975,30103,PE,25,25,25,25,25,25,25,25
2996,30102,21:00,75,75,75,75,75,75,75,75
2996,30102,PE,25,25,25,25,25,25,25,25
2997,30102,21:00,75,75,75,75,75,75,75,75
2997,30102,PE,25,25,25,25,25,25,25,25
3020,30053,21:00,75,75,75,75,75,75,75,75
3020,30053,PE,25,25,25,25,25,25,25,25
3025,30103,21:00,75,75,75,75,75,75,75,75
3025,30103,PE,25,25,25,25,25,25,25,25
3054,30103,21:00,75,75,75,75,75,75,75,75
3054,30103,PE,25,25,25,25,25,25,25,25
3058,30103,21:00,75,75,75,75,75,75,75,75
3058,30103,PE,25,25,25,25,25,25,25,25
3062,30053,21:00,75,75,75,75,75,75,75,75
3062,30053,PE,25,25,25,25,25,25,25,25
3073,30102,21:00,75,75,75,75,75,75,75,75
3073,30102,PE,25,25,25,25,25,25,25,25
3075,30103,21:00,75,75,75,75,75,75,75,75
3075,30103,PE,25,25,25,25,25,25,25,25
3076,30102,21:00,75,75,75,75,75,75,75,75
3076,30102,PE,25,25,25,25,25,25,25,25
3080,30053,21:00,75,75,75,75,75,75,75,75
3080,30053,PE,25,25,25,25,25,25,25,25
3083,30053,21:00,75,75,75,75,75,75,75,75
3083,30053,PE,25,25,25,25,25,25,25,25
3102,30053,21:00,75,75,75,75,75,75,75,75
3102,30053,PE,25,25,25,25,25,25,25,25
3123,30103,21:00,75,75,75,75,75,75,75,75
3123,30103,PE,25,25,25,25,25,25,25,25
3124,30103,21:00,75,75,75,75,75,75,75,75
3124,30103,PE,25,25,25,25,25,25,25,25
3125,30102,21:00,75,75,75,75,75,75,75,75
3125,30102,PE,25,25,25,25,25,25,25,25
3126,30102,21:00,75,75,75,75,75,75,75,75
3126,30102,PE,25,25,25,25,25,25,25,25
3127,30103,21:00,75,75,75,75,75,75,75,75
3127,30103,PE,25,25,25,25,25,25,25,25
3132,30102,21:00,75,75,75,75,75,75,75,75
3132,30102,PE,25,25,25,25,25,25,25,25
3134,30053,21:00,75,75,75,75,75,75,75,75
3134,30053,PE,25,25,25,25,25,25,25,25
3143,30053,21:00,75,75,75,75,75,75,75,75
3143,30053,PE,25,25,25,25,25,25,25,25
3153,30053,21:00,75,75,75,75,75,75,75,75
3153,30053,PE,25,25,25,25,25,25,25,25
3165,30102,21:00,75,75,75,75,75,75,75,75
3165,30102,PE,25,25,25,25,25,25,25,25
3186,30103,21:00,75,75,75,75,75,75,75,75
3186,30103,PE,25,25,25,25,25,25,25,25
3199,30103,21:00,75,75,75,75,75,75,75,75
3199,30103,PE,25,25,25,25,25,25,25,25
3211,30053,21:00,75,75,75,75,75,75,75,75
3211,30053,PE,25,25,25,25,25,25,25,25
3242,30053,21:00,75,75,75,75,75,75,75,75
3242,30053,PE,25,25,25,25,25,25,25,25
3244,30102,21:00,75,75,75,75,75,75,75,75
3244,30102,PE,25,25,25,25,25,25,25,25
3247,30102,21:00,75,75,75,75,75,75,75,75
3247,30102,PE,25,25,25,25,25,25,25,25
3248,30103,21:00,75,75,75,75,75,75,75,75
3248,30103,PE,25,25,25,25,25,25,25,25
3258,30102,21:00,75,75,75,75,75,75,75,75
3258,30102,PE,25,25,25,25,25,25,25,25
3262,30102,21:00,75,75,75,75,75,75,75,75
3262,30102,PE,25,25,25,25,25,25,25,25
3263,30102,21:00,75,75,75,75,75,75,75,75
3263,30102,PE,25,25,25,25,25,25,25,25
3265,30102,21:00,75,75,75,75,75,75,75,75
3265,30102,PE,25,25,25,25,25,25,25,25
3268,30103,21:00,75,75,75,75,75,75,75,75
3268,30103,PE,25,25,25,25,25,25,25,25
3269,30102,21:00,75,75,75,75,75,75,75,75
3269,30102,PE,25,25,25,25,25,25,25,25
3278,30103,21:00,75,75,75,75,75,75,75,75
3278,30103,PE,25,25,25,25,25,25,25,25
3311,30103,21:00,75,75,75,75,75,75,75,75
3311,30103,PE,25,25,25,25,25,25,25,25
3312,30053,21:00,75,75,75,75,75,75,75,75
3312,30053,PE,25,25,25,25,25,25,25,25
3326,30103,21:00,75,75,75,75,75,75,75,75
3326,30103,PE,25,25,25,25,25,25,25,25
3328,30102,21:00,75,75,75,75,75,75,75,75
3328,30102,PE,25,25,25,25,25,25,25,25
3338,30103,21:00,75,75,75,75,75,75,75,75
3338,30103,PE,25,25,25,25,25,25,25,25
3339,30053,21:00,75,75,75,75,75,75,75,75
3339,30053,PE,25,25,25,25,25,25,25,25
3343,30053,21:00,75,75,75,75,75,75,75,75
3343,30053,PE,25,25,25,25,25,25,25,25
3367,30053,21:00,75,75,75,75,75,75,75,75
3367,30053,PE,25,25,25,25,25,25,25,25
3374,30102,21:00,75,75,75,75,75,75,75,75
3374,30102,PE,25,25,25,25,25,25,25,25
3376,30103,21:00,75,75,75,75,75,75,75,75
3376,30103,PE,25,25,25,25,25,25,25,25
3395,30053,21:00,75,75,75,75,75,75,75,75
3395,30053,PE,25,25,25,25,25,25,25,25
3405,30102,21:00,75,75,75,75,75,75,75,75
3405,30102,PE,25,25,25,25,25,25,25,25
3418,30053,21:00,75,75,75,75,75,75,75,75
3418,30053,PE,25,25,25,25,25,25,25,25
3423,30103,21:00,75,75,75,75,75,75,75,75
3423,30103,PE,25,25,25,25,25,25,25,25
3431,30102,21:00,75,75,75,75,75,75,75,75
3431,30102,PE,25,25,25,25,25,25,25,25
3432,30103,21:00,75,75,75,75,75,75,75,75
3432,30103,PE,25,25,25,25,25,25,25,25
3442,30053,21:00,75,75,75,75,75,75,75,75
3442,30053,PE,25,25,25,25,25,25,25,25
3443,30053,21:00,75,75,75,75,75,75,75,75
3443,30053,PE,25,25,25,25,25,25,25,25
3447,30103,21:00,75,75,75,75,75,75,75,75
3447,30103,PE,25,25,25,25,25,25,25,25
3450,30053,21:00,75,75,75,75,75,75,75,75
3450,30053,PE,25,25,25,25,25,25,25,25
3451,30103,21:00,75,75,75,75,75,75,75,75
3451,30103,PE,25,25,25,25,25,25,25,25
3455,30103,21:00,75,75,75,75,75,75,75,75
3455,30103,PE,25,25,25,25,25,25,25,25
3456,30053,21:00,75,75,75,75,75,75,75,75
3456,30053,PE,25,25,25,25,25,25,25,25
3460,30103,21:00,75,75,75,75,75,75,75,75
3460,30103,PE,25,25,25,25,25,25,25,25
3461,30103,21:00,75,75,75,75,75,75,75,75
3461,30103,PE,25,25,25,25,25,25,25,25
3462,30053,21:00,75,75,75,75,75,75,75,75
3462,30053,PE,25,25,25,25,25,25,25,25
3463,30102,21:00,75,75,75,75,75,75,75,75
3463,30102,PE,25,25,25,25,25,25,25,25
3465,30103,21:00,75,75,75,75,75,75,75,75
3465,30103,PE,25,25,25,25,25,25,25,25
3469,30103,21:00,75,75,75,75,75,75,75,75
3469,30103,PE,25,25,25,25,25,25,25,25
3485,30053,21:00,75,75,75,75,75,75,75,75
3485,30053,PE,25,25,25,25,25,25,25,25
4335,30053,21:00,75,75,75,75,75,75,75,75
4335,30053,PE,25,25,25,25,25,25,25,25
4343,30103,21:00,75,75,75,75,75,75,75,75
4343,30103,PE,25,25,25,25,25,25,25,25
4377,30053,21:00,75,75,75,75,75,75,75,75
4377,30053,PE,25,25,25,25,25,25,25,25
4380,30103,21:00,75,75,75,75,75,75,75,75
4380,30103,PE,25,25,25,25,25,25,25,25
4403,30103,21:00,75,75,75,75,75,75,75,75
4403,30103,PE,25,25,25,25,25,25,25,25
4409,30053,21:00,75,75,75,75,75,75,75,75
4409,30053,PE,25,25,25,25,25,25,25,25
4413,30103,21:00,75,75,75,75,75,75,75,75
4413,30103,PE,25,25,25,25,25,25,25,25
4431,30053,21:00,75,75,75,75,75,75,75,75
4431,30053,PE,25,25,25,25,25,25,25,25
4432,30103,21:00,75,75,75,75,75,75,75,75
